,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
"[168.785, 3.0, 153.635, 1.0, 155.529, 5.0, 166.891, 3.0]",30.3991397496264,53.74319887905127,29.757035367602032,30.057075063673846,27.981336433573198,27.939354294306057,27.508555833270144,29.310669717672504,31.396653589403133,29.174705611172318,30.14680658817862,30.353373345542042,25.397577388228946,26.372584017355702,24.349265478074578,25.242569685912898
"[168.785, 1.0, 153.635, 5.0, 155.529, 1.0, 166.891, 3.0]",22.73720255225165,27.42220760307839,21.26750765550236,21.217776896432596,53.68676670992153,26.153845060863684,21.679022302396092,22.846510671575512,23.191916548266903,20.038526472316953,25.174199043329107,21.40357256655853,21.010470206518104,17.608858742911547,20.644623684428915,23.07824747485864
"[0.0, 1.0, 0.0, 5.0, 0.0, 1.0, 0.0, 5.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[168.785, 1.0, 153.635, 1.0, 155.529, 5.0, 166.891, 3.0]",28.363881666416848,23.882009585111916,27.67043977311618,53.29598084869207,21.095140655888606,21.48367268950739,20.16970428603058,25.139374411989422,21.063382394000534,19.183258077382188,20.985815431798603,21.31469644180814,21.192382205143932,24.538383969002773,24.373664484408593,21.919001076049025
"[168.785, 3.0, 153.635, 5.0, 155.529, 3.0, 166.891, 3.0]",34.826201434413164,36.87532316651988,35.12320596373613,38.04431599480094,39.669074711033915,33.68461884624532,35.30321887436354,33.970584975742376,31.90209507067332,39.14935167045568,33.08824163671525,37.78962545010398,33.41517802771247,40.64022850755878,36.80716117668196,53.904576230780584
"[0.0, 3.0, 0.0, 3.0, 0.0, 3.0, 0.0, 3.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[168.785, 5.0, 153.635, 1.0, 155.529, 1.0, 166.891, 1.0]",22.433562813450862,13.704105887622237,14.974214576239692,20.215394917604783,17.710360888363105,17.866731316161577,20.255060586607712,20.204045647549254,20.041503753870725,13.818192404481298,45.653062713810016,12.690018958109626,17.449785758166904,18.376443469126663,18.46424606007789,16.49380174635762
"[168.785, 3.0, 153.635, 3.0, 155.529, 1.0, 166.891, 3.0]",35.39724741224336,38.32087230010992,29.14513137339015,29.528570203831798,36.2819218993379,35.32685678538526,31.459037538798842,31.64451882661015,35.68351168157749,40.15857835595974,31.906319313608044,32.31104124643921,30.402537818716745,37.35034541612663,31.583194216417244,48.37729515956549
"[0.0, 5.0, 0.0, 1.0, 0.0, 5.0, 0.0, 3.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 1.0, 0.0, 3.0, 0.0, 3.0, 0.0, 5.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 3.0, 0.0, 5.0, 0.0, 5.0, 0.0, 3.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 3.0, 0.0, 5.0, 0.0, 5.0, 0.0, 5.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 1.0, 0.0, 5.0, 0.0, 3.0, 0.0, 5.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[168.785, 5.0, 153.635, 5.0, 155.529, 5.0, 166.891, 3.0]",23.315735945979558,23.9093181010771,26.43817335994112,24.346258857763512,20.506711560064506,27.714010267378857,26.29910169188811,27.20302995082135,30.54212315867033,28.165798854867145,27.862380554725807,24.060800748042706,26.490697007545094,53.149639248900556,25.21878399859617,25.970702748399127
"[168.785, 1.0, 153.635, 1.0, 155.529, 1.0, 166.891, 1.0]",18.370469569734826,19.287395428701405,18.7146075456218,18.180674286825987,18.815347528717236,15.517445562207731,13.084813464226183,13.794174322152145,18.99560680350622,17.26004354174193,15.012001602177131,18.57407462856156,21.19176079744438,20.496227389925973,47.826639768169365,16.32898729359175
"[168.785, 3.0, 153.635, 3.0, 155.529, 5.0, 166.891, 1.0]",29.68360207174996,48.168383435657645,32.867419876591775,26.662017585294137,27.197936964623583,26.777464918976634,29.96054930596617,29.84311187374179,28.954232656774423,27.60638053082226,31.559677982408466,29.400309405957653,27.406080835262664,26.33352417429939,29.52220102966016,24.062660128103293
"[0.0, 3.0, 0.0, 1.0, 0.0, 5.0, 0.0, 5.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 1.0, 0.0, 3.0, 0.0, 1.0, 0.0, 3.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 1.0, 0.0, 3.0, 0.0, 3.0, 0.0, 3.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[168.785, 1.0, 153.635, 1.0, 155.529, 1.0, 166.891, 3.0]",23.541198983431144,24.5272105660554,26.5100962057817,25.696836791485783,21.5573667399375,22.69526057812983,22.552485932610217,47.260665160957544,20.302697505702838,19.643493664124144,23.38864448141341,19.33304145471837,23.72356092431345,20.16204589883547,22.27049621758115,18.151109621824737
"[0.0, 3.0, 0.0, 1.0, 0.0, 1.0, 0.0, 3.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 5.0, 0.0, 3.0, 0.0, 3.0, 0.0, 5.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 3.0, 0.0, 1.0, 0.0, 3.0, 0.0, 3.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 3.0, 0.0, 3.0, 0.0, 1.0, 0.0, 5.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 1.0, 0.0, 1.0, 0.0, 5.0, 0.0, 3.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[168.785, 1.0, 153.635, 1.0, 155.529, 5.0, 166.891, 5.0]",23.0369185560092,18.17426943844481,25.70812007848593,19.60769547675439,19.04552089374194,48.69955083057403,18.79593273263984,17.82696634327813,16.861212908673537,19.37317227708944,19.532377114107717,20.05452984904074,17.763166153343565,20.179401184442504,17.48411503297253,21.337276518247396
"[0.0, 5.0, 0.0, 3.0, 0.0, 3.0, 0.0, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 3.0, 0.0, 3.0, 0.0, 1.0, 0.0, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 1.0, 0.0, 1.0, 0.0, 3.0, 0.0, 5.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 5.0, 0.0, 1.0, 0.0, 3.0, 0.0, 5.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[168.785, 1.0, 153.635, 5.0, 155.529, 5.0, 166.891, 5.0]",17.49360782043353,21.743499993160583,19.53632539908134,16.651444098424662,22.453833335165275,16.584271724745257,25.972486202159377,53.508824710620175,18.17115651867588,19.824327892055734,14.895316641372126,16.97260633126777,14.771839090481274,17.661021570503493,15.337993396219051,18.01960782179479
"[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 3.0, 0.0, 5.0, 0.0, 3.0, 0.0, 3.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 1.0, 0.0, 5.0, 0.0, 3.0, 0.0, 3.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 5.0, 0.0, 3.0, 0.0, 1.0, 0.0, 5.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 3.0, 0.0, 1.0, 0.0, 5.0, 0.0, 3.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 5.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 5.0, 0.0, 5.0, 0.0, 5.0, 0.0, 5.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 1.0, 0.0, 5.0, 0.0, 5.0, 0.0, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 1.0, 0.0, 3.0, 0.0, 5.0, 0.0, 3.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 1.0, 0.0, 3.0, 0.0, 3.0, 0.0, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 1.0, 0.0, 3.0, 0.0, 5.0, 0.0, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 5.0, 0.0, 5.0, 0.0, 5.0, 0.0, 3.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 3.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 5.0, 0.0, 3.0, 0.0, 5.0, 0.0, 5.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 1.0, 0.0, 1.0, 0.0, 5.0, 0.0, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 3.0, 0.0, 1.0, 0.0, 3.0, 0.0, 5.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 1.0, 0.0, 5.0, 0.0, 5.0, 0.0, 3.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 5.0, 0.0, 5.0, 0.0, 3.0, 0.0, 5.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 3.0, 0.0, 5.0, 0.0, 3.0, 0.0, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 5.0, 0.0, 1.0, 0.0, 3.0, 0.0, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 3.0, 0.0, 3.0, 0.0, 5.0, 0.0, 5.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 3.0, 0.0, 3.0, 0.0, 5.0, 0.0, 3.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 3.0, 0.0, 5.0, 0.0, 5.0, 0.0, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 1.0, 0.0, 3.0, 0.0, 1.0, 0.0, 5.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 5.0, 0.0, 1.0, 0.0, 5.0, 0.0, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 3.0, 0.0, 1.0, 0.0, 3.0, 0.0, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 3.0, 0.0, 3.0, 0.0, 5.0, 0.0, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 1.0, 0.0, 5.0, 0.0, 1.0, 0.0, 3.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 3.0, 0.0, 5.0, 0.0, 1.0, 0.0, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 3.0, 0.0, 5.0, 0.0, 1.0, 0.0, 5.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 5.0, 0.0, 3.0, 0.0, 3.0, 0.0, 3.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 5.0, 0.0, 3.0, 0.0, 5.0, 0.0, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 1.0, 0.0, 1.0, 0.0, 3.0, 0.0, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 3.0, 0.0, 3.0, 0.0, 3.0, 0.0, 5.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 3.0, 0.0, 1.0, 0.0, 5.0, 0.0, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 5.0, 0.0, 5.0, 0.0, 5.0, 0.0, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 1.0, 0.0, 5.0, 0.0, 3.0, 0.0, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 3.0, 0.0, 3.0, 0.0, 1.0, 0.0, 3.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 3.0, 0.0, 5.0, 0.0, 3.0, 0.0, 5.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 1.0, 0.0, 3.0, 0.0, 1.0, 0.0, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 5.0, 0.0, 5.0, 0.0, 3.0, 0.0, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 3.0, 0.0, 3.0, 0.0, 3.0, 0.0, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 1.0, 0.0, 1.0, 0.0, 5.0, 0.0, 5.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 5.0, 0.0, 5.0, 0.0, 3.0, 0.0, 3.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 5.0, 0.0, 5.0, 0.0, 1.0, 0.0, 3.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 5.0, 0.0, 1.0, 0.0, 1.0, 0.0, 3.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 5.0, 0.0, 3.0, 0.0, 1.0, 0.0, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 5.0, 0.0, 5.0, 0.0, 1.0, 0.0, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 1.0, 0.0, 5.0, 0.0, 1.0, 0.0, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 5.0, 0.0, 1.0, 0.0, 5.0, 0.0, 5.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 5.0, 0.0, 1.0, 0.0, 3.0, 0.0, 3.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 1.0, 0.0, 5.0, 0.0, 5.0, 0.0, 5.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 0.0, 5.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"[0.0, 3.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
